name,launch_date,decayed,period,height_km,latitude,longitude,velocity_kms,id
STARLINK-1012,2019-11-11,False,95.592,547.9630198621671,30.985765046466426,-125.31446152154311,7.592699986772985,5eed7714096e59000698565b
STARLINK-1037,2019-11-11,False,94.424,500.87636836880756,-28.86207679318454,140.71063314845566,7.613021158037145,5eed7714096e59000698565c
STARLINK-1029,2019-11-11,False,95.593,552.0391554493317,47.98907675761472,-138.59527797023298,7.591992731709585,5eed7714096e59000698565d
STARLINK-1014,2019-11-11,False,95.593,548.085848241989,-2.3995207786462327,175.73541788025767,7.589171678053835,5eed7714096e59000698565e
STARLINK-1034,2019-11-11,False,94.578,501.71840557915857,-0.05404780585386845,172.5595417620179,7.6132251625344844,5eed7714096e59000698565f
STARLINK-1186,2020-01-29,False,95.593,548.6544540619816,29.526749041773872,32.477473410778636,7.591672053005159,5eed7714096e590006985660
STARLINK-1032,2019-11-11,False,95.593,547.3964163687806,1.5273743764012016,-161.31811020729018,7.589916181693246,5eed7714096e590006985661
STARLINK-1027,2019-11-11,False,95.593,548.9027412314153,-1.7002382227247752,18.81280466405269,7.588267961231151,5eed7714096e590006985662
STARLINK-1055,2019-11-11,False,95.592,559.2904889602987,-36.59790447640242,-176.19053772699306,7.581462860224824,5eed7714096e590006985663
STARLINK-1038,2019-11-11,False,95.592,549.5626829224911,39.18255150074676,-104.89549995675291,7.592694791544313,5eed7714096e590006985664
STARLINK-1042,2019-11-11,False,95.593,566.8383214861906,-53.15856020358091,130.84188249877525,7.576915092746176,5eed7714096e590006985665
STARLINK-1031,2019-11-11,False,95.592,550.7689774465471,45.05813653890257,-113.906157954079,7.592682335038101,5eed7714096e590006985666
STARLINK-1025,2019-11-11,True,88.088,,,,,5eed7714096e590006985667
STARLINK-1030,2019-11-11,False,95.591,549.1968497683947,29.51989926445978,-7.507407298853765,7.591049644708978,5eed7714096e590006985668
STARLINK-1041,2019-11-11,False,95.593,551.7399319596379,49.62339795530369,-80.86224327032542,7.5926718670833155,5eed7714096e590006985669
STARLINK-1040,2019-11-11,True,87.129,,,,,5eed7714096e59000698566a
STARLINK-1056,2019-11-11,False,95.592,565.5782732742609,-49.66270781781265,99.28932689858365,7.577506404210061,5eed7714096e59000698566b
STARLINK-1036,2019-11-11,False,95.592,556.6361234978249,-29.66131976094915,172.32939132294607,7.582932996316468,5eed7714096e59000698566c
STARLINK-1054,2019-11-11,False,95.592,560.8856236141455,-39.30626616150951,75.29948437311778,7.580305711191954,5eed7714096e59000698566d
STARLINK-1048,2019-11-11,False,95.592,565.402203218352,-49.668658974343494,59.305405568514175,7.577696957731932,5eed7714096e59000698566e
STARLINK-1057,2019-11-11,False,95.592,563.336798884432,-45.07336504815198,66.12675385330687,7.578926423833618,5eed7714096e59000698566f
STARLINK-1051,2019-11-11,True,88.395,,,,,5eed7714096e590006985670
STARLINK-1045,2019-11-11,True,87.9,,,,,5eed7714096e590006985671
STARLINK-1046,2019-11-11,False,95.592,547.1242666425578,25.150718957267785,-121.89141649692101,7.592541042902083,5eed7714096e590006985672
STARLINK-1060,2019-11-11,False,95.596,547.2690180829204,14.353712282970582,6.508225562183936,7.590916091106688,5eed7714096e590006985673
STARLINK-1047,2019-11-11,False,95.593,566.1053151182577,-51.58515222640138,126.9387698086065,7.577373321364954,5eed7714096e590006985674
STARLINK-1050,2019-11-11,True,87.535,,,,,5eed7714096e590006985675
STARLINK-1059,2019-11-11,False,95.283,531.6967814103864,30.807845533603174,-11.4591020970912,7.602359208018727,5eed7714096e590006985676
STARLINK-1058,2019-11-11,False,95.594,548.8681343876215,33.09293238294505,8.349038366993877,7.592172930711956,5eed7714096e590006985677
STARLINK-1084,2020-01-07,False,95.592,559.4118169771345,-36.60052674355244,-56.19827875249199,7.5813299867283455,5eed7714096e590006985678
STARLINK-1053,2019-11-11,False,95.592,549.4246585729843,36.579761607914605,3.905564523619274,7.592273264569684,5eed7714096e590006985679
STARLINK-1035,2019-11-11,False,95.592,546.6178623441865,17.477870243557422,-148.83683480755795,7.591920559186824,5eed7714096e59000698567a
STARLINK-1052,2019-11-11,False,95.593,558.1443059929006,-32.51036491590164,46.01585927742546,7.581876661231968,5eed7714096e59000698567b
STARLINK-1064,2019-11-11,True,88.109,,,,,5eed7714096e59000698567c
STARLINK-1065,2019-11-11,False,94.379,485.97188983153774,14.356751359461832,-5.322471243417671,7.626137773806519,5eed7714096e59000698567d
STARLINK-1073,2020-01-07,False,95.592,551.7779924023926,47.94532807070132,101.53777352807184,7.592247457023592,5eed7714096e59000698567e
STARLINK-1062,2019-11-11,False,95.592,548.9020775294357,-7.124114988639802,-132.6082698177545,7.5884478632786285,5eed7714096e59000698567f
STARLINK-1049,2019-11-11,False,95.593,561.3926554440577,-39.22360448306388,35.17095724660687,7.579751039845296,5eed7714096e590006985680
STARLINK-1061,2019-11-11,False,95.593,547.6333156256433,6.397877686702233,32.73089847544523,7.589838127914081,5eed7714096e590006985681
STARLINK-1119,2020-01-07,False,95.593,546.2665571285115,9.537206910156314,-15.243810444104687,7.591508927902705,5eed7714096e590006985682
STARLINK-1104,2020-01-07,False,95.594,555.6788803853797,-25.187931795941996,178.13697316836064,7.583213779072775,5eed7714096e590006985683
STARLINK-1043,2019-11-11,False,95.593,551.7334899400776,47.95667075715135,-18.49184146274653,7.592315430939144,5eed7714096e590006985684
STARLINK-1102,2020-01-07,False,95.499,561.8925688852478,-51.2651339963028,-91.53889548447333,7.579416694885312,5eed7714096e590006985685
STARLINK-1114,2020-01-07,False,95.593,548.7830801784967,-6.522520436217641,-27.37770346822424,7.588562701646927,5eed7714096e590006985686
STARLINK-1078,2020-01-07,True,88.16,,,,,5eed7714096e590006985687
STARLINK-1111,2020-01-07,False,95.592,549.5964158603656,36.49937646512646,123.94779340608949,7.59207117023502,5eed7714096e590006985688
STARLINK-1097,2020-01-07,True,88.101,,,,,5eed7714096e590006985689
STARLINK-1044,2019-11-11,True,88.169,,,,,5eed7714096e59000698568a
STARLINK-1026,2019-11-11,False,95.593,551.6637192687685,47.95340281820904,-58.48920305950782,7.592373465264964,5eed7714096e59000698568b
STARLINK-1098,2020-01-07,False,95.592,564.3274448308166,-47.985257019795036,-78.59033789641845,7.578500749532055,5eed7714096e59000698568c
STARLINK-1103,2020-01-07,False,95.593,547.6328875044956,28.916672530983533,1.9396044878134706,7.592688788455532,5eed7714096e59000698568d
STARLINK-1071,2020-01-07,False,95.592,550.6878813069634,42.759457851237016,93.78878380211698,7.5922534367360095,5eed7714096e59000698568e
STARLINK-1063,2019-11-11,False,95.593,552.6950300082117,53.15910127197938,-49.13650032072403,7.592406560155984,5eed7714096e59000698568f
STARLINK-1033,2019-11-11,False,95.593,552.493103050997,52.469619679345556,-85.6217325967572,7.59248516169059,5eed7714096e590006985690
STARLINK-1128,2020-01-07,False,95.292,534.0407031179175,-5.19142268372447,-36.740959218991016,7.596713062256442,5eed7714096e590006985691
STARLINK-1123,2020-01-07,False,95.592,566.7368172698398,-53.155971707655745,-108.99510258034645,7.577007712679126,5eed7714096e590006985692
STARLINK-1108,2020-01-07,False,95.592,548.6389247740763,29.492507541060334,112.51407275491034,7.591668936068934,5eed7714096e590006985693
STARLINK-1144,2020-01-07,False,95.593,551.0434889786638,-9.740876822369348,164.91908982710703,7.586284842676268,5eed7714096e590006985694
STARLINK-1070,2020-01-07,False,95.593,548.0833294640152,-2.403278122718338,-64.2845008971783,7.589191558043175,5eed7714096e590006985695
STARLINK-1110,2020-01-07,False,94.675,505.9909069142359,-6.721513413257081,117.43037563272877,7.611234383893499,5eed7714096e590006985696
STARLINK-1121,2020-01-07,False,95.593,552.7877023770634,53.15998353418525,70.90732604731274,7.592305805765868,5eed7714096e590006985697
STARLINK-1096,2020-01-07,False,95.219,532.4074061715173,48.24795775619449,10.700611433007019,7.603670806375373,5eed7714096e590006985698
STARLINK-1094,2020-01-07,False,95.593,552.9263461601104,-17.613555001774195,151.27884427851845,7.585046319087947,5eed7714096e590006985699
STARLINK-1091,2020-01-07,False,95.593,556.2383768514574,-29.694858446370848,-67.70807966944476,7.583403934839404,5eed7714096e59000698569a
STARLINK-1113,2020-01-07,False,95.644,565.665150844442,-44.072736024012364,-155.93293433803558,7.577519187913531,5eed7714096e59000698569b
STARLINK-1067,2019-11-11,False,95.593,548.0322936803796,22.09370684359553,19.866317143322156,7.591062054611518,5eed7714096e59000698569c
STARLINK-1083,2020-01-07,False,95.593,546.6303309744453,17.46659525763347,-28.845565082435787,7.591915962346155,5eed7714096e59000698569d
STARLINK-1106,2020-01-07,False,95.593,551.8073898826615,49.62575378982843,39.13676636488524,7.592600841796795,5eed7714096e59000698569e
STARLINK-1109,2020-01-07,False,95.592,550.911620772612,-14.406137217463161,-53.536382885543745,7.586845896634284,5eed7714096e59000698569f
STARLINK-1125,2020-01-07,False,94.957,531.003669620136,-38.55965389926758,-87.3930526538815,7.596043106652526,5eed7714096e5900069856a0
STARLINK-1101,2020-01-07,True,88.305,,,,,5eed7714096e5900069856a1
STARLINK-1132,2020-01-29,False,95.592,564.3726400410096,-47.968629649109346,-158.54374248531977,7.578451067235155,5eed7714096e5900069856a2
STARLINK-1076,2020-01-07,False,95.592,549.8691746837576,36.479087749289256,83.9582984171211,7.591764246243071,5eed7714096e5900069856a3
STARLINK-1069,2020-01-07,False,95.593,553.3880938640805,-22.214660407998647,-80.25544176393413,7.585195374671275,5eed7714096e5900069856a4
STARLINK-1088,2020-01-07,False,95.592,547.8283325217753,6.290727057783643,112.81665361455734,7.589587128143335,5eed7714096e5900069856a5
STARLINK-1099,2020-01-07,False,95.592,557.0619337673752,-29.073211871370255,-177.8664546668976,7.5823658060541685,5eed7714096e5900069856a6
STARLINK-1082,2020-01-07,False,95.593,551.552281120159,-12.940768343396568,162.65419030603937,7.586020601414089,5eed7714096e5900069856a7
STARLINK-1068,2019-11-11,False,95.593,552.9536895471729,-17.624514947910015,31.27948535906245,7.585007087664144,5eed7714096e5900069856a8
STARLINK-1074,2020-01-07,False,95.593,550.3703684692719,40.970044284338336,107.46431145734107,7.592215758248996,5eed7714096e5900069856a9
STARLINK-1126,2020-01-07,False,94.692,514.0386714557817,-26.7167939093247,135.6876992615211,7.605237294590738,5eed7714096e5900069856aa
STARLINK-1086,2020-01-07,False,95.593,564.386438079192,-47.987309132630294,-118.59520008997937,7.578444071759944,5eed7714096e5900069856ab
STARLINK-1107,2020-01-07,False,95.593,547.3435742103866,25.11960960321874,-41.93168592730549,7.592312672562524,5eed7714096e5900069856ac
STARLINK-1089,2020-01-07,False,95.593,549.3608704625158,39.171163623553674,-24.92527768798034,7.5929286111023435,5eed7714096e5900069856ad
STARLINK-1171,2020-01-29,False,95.592,566.0073741508368,-51.04566093047853,-179.54439490851192,7.577325087062711,5eed7714096e5900069856ae
STARLINK-1081,2020-01-07,True,88.028,,,,,5eed7714096e5900069856af
STARLINK-1115,2020-01-07,False,95.592,547.3941447860116,22.056697585990644,99.89362027101055,7.591734855348921,5eed7714096e5900069856b0
STARLINK-1112,2020-01-07,False,95.592,549.4021981897176,39.18902610157228,15.106671361438762,7.592876318934968,5eed7714096e5900069856b1
STARLINK-1180,2020-01-29,False,95.592,564.2576636251624,-46.6636992067945,160.4236820366385,7.578273035673588,5eed7714096e5900069856b2
STARLINK-1075,2020-01-07,True,87.577,,,,,5eed7714096e5900069856b3
STARLINK-1134,2020-01-29,False,95.593,562.296081579183,-42.859327328587284,-126.42698785418426,7.579588814665766,5eed7714096e5900069856b4
STARLINK-1095,2020-01-07,True,88.078,,,,,5eed7714096e5900069856b5
STARLINK-1140,2020-01-29,False,95.593,563.6680456117783,-45.08339142399122,146.1305315931694,7.57858325108853,5eed7714096e5900069856b6
STARLINK-1135,2020-01-29,False,95.104,527.0560356685437,52.828684581472835,9.76502885719133,7.607539331390797,5eed7714096e5900069856b7
STARLINK-1157,2020-01-29,True,87.977,,,,,5eed7714096e5900069856b8
STARLINK-1100,2020-01-07,False,95.593,548.323112773709,3.0351490102223484,150.49498129972991,7.588925464957069,5eed7714096e5900069856b9
STARLINK-1066,2020-01-07,False,95.592,546.5283145525,9.604720546721106,-55.17925308967587,7.591211771770968,5eed7714096e5900069856ba
STARLINK-1163,2020-01-29,True,87.659,,,,,5eed7714096e5900069856bb
STARLINK-1080,2020-01-07,False,95.592,552.6858455335023,53.153936749755744,31.07585778231206,7.59239619314614,5eed7714096e5900069856bc
STARLINK-1173,2020-01-29,False,95.592,550.7603134603751,45.06428796441627,-73.89302726350897,7.592709198271541,5eed7714096e5900069856bd
STARLINK-1170,2020-01-29,False,95.592,564.5584212624735,-47.13083190206525,146.42956205600242,7.578050018673386,5eed7714096e5900069856be
STARLINK-1085,2020-01-07,False,94.431,488.49123727979895,23.149702500010484,70.63355379622689,7.625878860999958,5eed7714096e5900069856bf
STARLINK-1142,2020-01-29,False,95.592,555.8652515369386,-28.314648486474823,-100.5476389649706,7.58351768886762,5eed7714096e5900069856c0
STARLINK-1149,2020-01-29,False,95.592,566.7180925254206,-52.93023624879322,-170.12092104864803,7.576974865090538,5eed7714096e5900069856c1
STARLINK-1166,2020-01-29,False,95.592,556.7450439111308,-28.303487488547614,136.5111416991503,7.582568701875733,5eed7714096e5900069856c2
STARLINK-1181,2020-01-29,False,94.385,496.2377112652939,-11.455724540467541,-157.36974407765098,7.614541098327017,5eed7714096e5900069856c3
STARLINK-1215,2020-02-17,False,95.592,564.762374977191,-48.858257856856355,-30.89344701711299,7.578219850064557,5eed7714096e5900069856c4
STARLINK-1154,2020-02-17,False,95.593,548.9140988492927,-0.04720933294863436,-131.9668762993629,7.588254127718694,5eed7714096e5900069856c5
STARLINK-1203,2020-02-17,False,94.423,493.2748892267891,30.0368202876197,161.40980937364273,7.621651722642923,5eed7714096e5900069856c6
STARLINK-1148,2020-01-29,False,95.593,552.870564130013,-17.61892729585934,111.26750709620856,7.5850999331903255,5eed7714096e5900069856c7
STARLINK-1165,2020-01-29,False,95.593,550.9885087254261,45.026154373045564,-33.98572000615908,7.592469868294145,5eed7714096e5900069856c8
STARLINK-1206,2020-02-17,False,95.593,553.956054100905,-20.757393204674358,-130.77458450885095,7.58434456501194,5eed7714096e5900069856c9
STARLINK-1244,2020-02-17,False,95.591,563.453109862271,-46.10605056040268,1.7411448129971419,7.578998125144376,5eed7714096e5900069856ca
STARLINK-1191,2020-02-17,False,95.592,563.644799259052,-45.1178515987655,-133.78649543728787,7.578600769689709,5eed7714096e5900069856cb
STARLINK-1155,2020-01-29,False,94.763,508.99897603970476,44.60811175885576,29.91991566962784,7.6165100880663665,5eed7714096e5900069856cc
STARLINK-1139,2020-01-29,False,95.593,546.9983018252387,25.131844387636523,-81.91367449136365,7.592688218063371,5eed7714096e5900069856cd
STARLINK-1158,2020-01-29,True,88.31,,,,,5eed7714096e5900069856ce
STARLINK-1167,2020-01-29,False,95.593,566.7327229117882,-53.15840790731974,170.87626567780032,7.577027431411183,5eed7714096e5900069856cf
STARLINK-1271,2020-02-17,False,95.593,552.2914314649806,-15.997546831321428,-119.62574236135889,7.585535021764576,5eed7714096e5900069856d0
STARLINK-1168,2020-01-29,False,95.593,546.9030732797046,20.627003423745144,-70.88721499067586,7.5920483372122884,5eed7714096e5900069856d1
STARLINK-1164,2020-01-29,True,88.506,,,,,5eed7714096e5900069856d2
STARLINK-1172,2020-01-29,False,95.593,550.5173334878336,-9.717967995436116,84.8941555675354,7.586862896789699,5eed7714096e5900069856d3
STARLINK-1141,2020-01-29,False,94.72,506.87201042243487,40.96104352631701,-57.01172730289649,7.616903755317321,5eed7714096e5900069856d4
STARLINK-1150,2020-01-29,False,95.592,552.8214955811618,53.15514840766574,-8.995553027941604,7.592260597701513,5eed7714096e5900069856d5
STARLINK-1187,2020-02-17,False,95.592,552.1523797856407,51.03729012957297,80.40516169069925,7.5925000933529025,5eed7715096e5900069856d6
STARLINK-1169,2020-01-29,False,95.593,548.2714635092198,32.451930185033724,-54.07683276919027,7.592678127254807,5eed7715096e5900069856d7
STARLINK-1178,2020-01-29,True,88.765,,,,,5eed7715096e5900069856d8
STARLINK-1156,2020-01-29,False,95.592,558.3343747416684,-32.607410856207636,126.1221728305857,7.581660020536998,5eed7715096e5900069856d9
STARLINK-1120,2020-01-29,False,95.593,546.8020884525567,5.663812498274342,-78.22029536919862,7.590694594220866,5eed7715096e5900069856da
STARLINK-1129,2020-01-29,False,94.477,515.8648041988399,-52.969350830493646,153.9742096156533,7.603110839287658,5eed7715096e5900069856db
STARLINK-1208,2020-02-17,False,95.593,559.3597379177436,-36.6372699890372,-16.267193008614445,7.581419033856178,5eed7715096e5900069856dc
STARLINK-1093,2020-01-07,False,95.592,561.0039429061599,-39.31452308092563,155.29818083825378,7.580176722883539,5eed7715096e5900069856dd
STARLINK-1197,2020-02-17,False,95.593,547.0253407186938,20.59459079747691,49.08721092206683,7.591920965601784,5eed7715096e5900069856de
STARLINK-1092,2020-01-07,False,95.593,551.8951880965378,47.95026753514407,61.52439339505769,7.592134980927939,5eed7715096e5900069856df
STARLINK-1224,2020-02-17,False,95.593,556.504739997401,-29.653627261522747,12.350067341320111,7.583095039385341,5eed7715096e5900069856e0
STARLINK-1090,2020-01-07,False,95.592,551.7633296033127,49.66355089376247,-0.7277192675337247,7.592634185610583,5eed7715096e5900069856e1
STARLINK-1225,2020-02-17,False,95.593,562.2580754143519,-42.84686879468746,-6.379836344220719,7.579627361786263,5eed7715096e5900069856e2
STARLINK-1239,2020-02-17,False,95.593,552.6582515804112,52.47654934597874,114.42584741305268,7.592297488673441,5eed7715096e5900069856e3
STARLINK-1201,2020-02-17,False,95.593,559.8277951724804,-35.381444709098425,-115.16934711667537,7.580624292401608,5eed7715096e5900069856e4
STARLINK-1192,2020-02-17,False,95.016,520.6167176255294,3.5985187447045246,-152.89814513415013,7.604055191875738,5eed7715096e5900069856e5
STARLINK-1205,2020-02-17,False,95.592,549.5898748177569,39.21303366193203,55.15366965857314,7.592664497983034,5eed7715096e5900069856e6
STARLINK-1137,2020-01-29,False,95.592,566.5899547443087,-52.487692915883876,134.5402702751722,7.577017928398137,5eed7715096e5900069856e7
STARLINK-1237,2020-02-17,False,95.592,546.7306560791994,17.498481314720202,51.1821820256456,7.591802271092539,5eed7715096e5900069856e8
STARLINK-1176,2020-01-29,False,95.593,550.2075618129302,39.66709848673568,19.19966525335276,7.592106824856926,5eed7715096e5900069856e9
STARLINK-1175,2020-01-29,True,88.292,,,,,5eed7715096e5900069856ea
STARLINK-1234,2020-02-17,False,95.593,552.8211622688978,53.20568497336483,117.87707832072682,7.592293535492888,5eed7715096e5900069856eb
STARLINK-1160,2020-01-29,False,95.593,549.3166859295889,33.01330267436264,48.4547515717121,7.591655443222917,5eed7715096e5900069856ec
STARLINK-1177,2020-01-29,False,95.593,561.1071071008755,-39.26020023129968,115.22558407870682,7.580070534251113,5eed7715096e5900069856ed
STARLINK-1183,2020-01-29,False,95.593,548.3140967438958,32.42187483117851,-94.11379353743675,7.592632604654414,5eed7715096e5900069856ee
STARLINK-1136,2020-01-29,False,95.593,547.3267348897143,1.5082691882702195,-121.2445654270118,7.589994697468379,5eed7715096e5900069856ef
STARLINK-1195,2020-01-29,False,95.592,563.6817290455692,-45.123965100727226,106.22708393717893,7.578558744326896,5eed7715096e5900069856f0
STARLINK-1200,2020-02-17,False,95.592,552.0276256026636,48.81607040371219,-170.75557404761432,7.592159978355807,5eed7715096e5900069856f1
STARLINK-1153,2020-01-29,False,95.593,559.4725849614897,-36.60924842844597,-136.21588501393933,7.5812763352883215,5eed7715096e5900069856f2
STARLINK-1182,2020-01-29,True,88.431,,,,,5eed7715096e5900069856f3
STARLINK-1185,2020-01-29,False,95.593,548.010124001762,14.265132789216986,46.57530006775965,7.590019546064681,5eed7715096e5900069856f4
STARLINK-1179,2020-01-29,False,95.592,556.6447314122015,-28.374098070925665,96.58733166764057,7.582678145710675,5eed7715096e5900069856f5
STARLINK-1231,2020-02-17,False,95.592,548.7845720762671,-6.453671241933866,12.694389654951678,7.588544226134218,5eed7715096e5900069856f6
STARLINK-1147,2020-01-29,False,95.593,549.9520436210678,-5.827746173111842,61.90023569258553,7.587250067347197,5eed7715096e5900069856f7
STARLINK-1190,2020-01-29,False,95.592,552.4891518923368,52.76929471319391,32.929476408210405,7.592529186957078,5eed7715096e5900069856f8
STARLINK-1151,2020-01-29,False,95.593,552.1034131020788,51.34579597666177,-33.23371811232779,7.592654765678721,5eed7715096e5900069856f9
STARLINK-1161,2020-01-29,False,95.593,562.4043631166487,-42.43922596034272,120.55959660937047,7.579365974431026,5eed7715096e5900069856fa
STARLINK-1159,2020-01-29,False,95.593,548.7379152591202,29.50693128661169,72.49999471497311,7.591579584136779,5eed7715096e5900069856fb
STARLINK-1072,2020-01-07,True,87.997,,,,,5eed7715096e5900069856fc
STARLINK-1174,2020-01-29,False,95.593,546.7048545583293,9.54473129682198,-95.23377261419583,7.591026506279625,5eed7715096e5900069856fd
